Name1 Surname1 7,78 4,41 3,01 6,43 8,23 3,6
Name6039 Surname6039 0,29 5,54 7,8 9,95 6,07 1,96
Name6040 Surname6040 0,29 5,54 7,8 9,95 6,07 1,96
Name6041 Surname6041 0,29 5,54 7,8 9,95 6,07 1,96
Name6042 Surname6042 0,29 5,54 7,8 9,95 6,07 1,96
Name6043 Surname6043 0,29 5,54 7,8 9,95 6,07 1,96
Name6044 Surname6044 0,29 5,54 7,8 9,95 6,07 1,96
Name6045 Surname6045 0,29 5,54 7,8 9,95 6,07 1,96
Name6046 Surname6046 0,29 5,54 7,8 9,95 6,07 1,96
Name6047 Surname6047 0,29 5,54 7,8 9,95 6,07 1,96
Name6048 Surname6048 0,29 5,54 7,8 9,95 6,07 1,96
Name6049 Surname6049 0,29 5,54 7,8 9,95 6,07 1,96
Name6050 Surname6050 0,29 5,54 7,8 9,95 6,07 1,96
Name6051 Surname6051 0,29 5,54 7,8 9,95 6,07 1,96
Name6052 Surname6052 0,29 5,54 7,8 9,95 6,07 1,96
Name6053 Surname6053 0,29 5,54 7,8 9,95 6,07 1,96
Name6054 Surname6054 0,29 5,54 7,8 9,95 6,07 1,96
Name6055 Surname6055 0,29 5,54 7,8 9,95 6,07 1,96
Name6056 Surname6056 0,29 5,54 7,8 9,95 6,07 1,96
Name6057 Surname6057 0,29 5,54 7,8 9,95 6,07 1,96
Name6058 Surname6058 0,29 5,54 7,8 9,95 6,07 1,96
Name6059 Surname6059 0,29 5,54 7,8 9,95 6,07 1,96
Name6060 Surname6060 0,29 5,54 7,8 9,95 6,07 1,96
Name6061 Surname6061 0,29 5,54 7,8 9,95 6,07 1,96
Name6062 Surname6062 0,29 5,54 7,8 9,95 6,07 1,96
Name6063 Surname6063 0,29 5,54 7,8 9,95 6,07 1,96
Name6064 Surname6064 0,29 5,54 7,8 9,95 6,07 1,96
Name6065 Surname6065 0,29 5,54 7,8 9,95 6,07 1,96
Name6066 Surname6066 0,29 5,54 7,8 9,95 6,07 1,96
Name6067 Surname6067 0,29 5,54 7,8 9,95 6,07 1,96
Name6068 Surname6068 0,29 5,54 7,8 9,95 6,07 1,96
Name6069 Surname6069 0,29 5,54 7,8 9,95 6,07 1,96
Name6070 Surname6070 0,29 5,54 7,8 9,95 6,07 1,96
Name6071 Surname6071 0,29 5,54 7,8 9,95 6,07 1,96
Name6072 Surname6072 0,29 5,54 7,8 9,95 6,07 1,96
Name6073 Surname6073 0,29 5,54 7,8 9,95 6,07 1,96
Name6074 Surname6074 0,29 5,54 7,8 9,95 6,07 1,96
Name6075 Surname6075 0,29 5,54 7,8 9,95 6,07 1,96
Name6076 Surname6076 0,29 5,54 7,8 9,95 6,07 1,96
Name6077 Surname6077 0,29 5,54 7,8 9,95 6,07 1,96
Name6078 Surname6078 0,29 5,54 7,8 9,95 6,07 1,96
Name6079 Surname6079 0,29 5,54 7,8 9,95 6,07 1,96
Name6080 Surname6080 0,29 5,54 7,8 9,95 6,07 1,96
Name6081 Surname6081 0,29 5,54 7,8 9,95 6,07 1,96
Name6082 Surname6082 0,29 5,54 7,8 9,95 6,07 1,96
Name6083 Surname6083 0,29 5,54 7,8 9,95 6,07 1,96
Name6084 Surname6084 0,29 5,54 7,8 9,95 6,07 1,96
Name6085 Surname6085 0,29 5,54 7,8 9,95 6,07 1,96
Name6086 Surname6086 0,29 5,54 7,8 9,95 6,07 1,96
Name6087 Surname6087 0,29 5,54 7,8 9,95 6,07 1,96
Name6088 Surname6088 0,29 5,54 7,8 9,95 6,07 1,96
Name6089 Surname6089 0,29 5,54 7,8 9,95 6,07 1,96
Name6090 Surname6090 0,29 5,54 7,8 9,95 6,07 1,96
Name6091 Surname6091 0,29 5,54 7,8 9,95 6,07 1,96
Name6092 Surname6092 0,29 5,54 7,8 9,95 6,07 1,96
Name6093 Surname6093 0,29 5,54 7,8 9,95 6,07 1,96
Name6094 Surname6094 0,29 5,54 7,8 9,95 6,07 1,96
Name6095 Surname6095 0,29 5,54 7,8 9,95 6,07 1,96
Name6096 Surname6096 0,29 5,54 7,8 9,95 6,07 1,96
Name6097 Surname6097 0,29 5,54 7,8 9,95 6,07 1,96
Name6098 Surname6098 0,29 5,54 7,8 9,95 6,07 1,96
Name6099 Surname6099 0,29 5,54 7,8 9,95 6,07 1,96
Name6100 Surname6100 0,29 5,54 7,8 9,95 6,07 1,96
Name6101 Surname6101 0,29 5,54 7,8 9,95 6,07 1,96
Name6102 Surname6102 0,29 5,54 7,8 9,95 6,07 1,96
Name6103 Surname6103 0,29 5,54 7,8 9,95 6,07 1,96
Name6104 Surname6104 0,29 5,54 7,8 9,95 6,07 1,96
Name6105 Surname6105 0,29 5,54 7,8 9,95 6,07 1,96
Name6106 Surname6106 0,29 5,54 7,8 9,95 6,07 1,96
Name6107 Surname6107 0,29 5,54 7,8 9,95 6,07 1,96
Name6108 Surname6108 0,29 5,54 7,8 9,95 6,07 1,96
Name6109 Surname6109 0,29 5,54 7,8 9,95 6,07 1,96
Name6110 Surname6110 0,29 5,54 7,8 9,95 6,07 1,96
Name6111 Surname6111 0,29 5,54 7,8 9,95 6,07 1,96
Name6112 Surname6112 0,29 5,54 7,8 9,95 6,07 1,96
Name6113 Surname6113 0,29 5,54 7,8 9,95 6,07 1,96
Name6114 Surname6114 0,29 5,54 7,8 9,95 6,07 1,96
Name6115 Surname6115 0,29 5,54 7,8 9,95 6,07 1,96
Name6116 Surname6116 0,29 5,54 7,8 9,95 6,07 1,96
Name6117 Surname6117 0,29 5,54 7,8 9,95 6,07 1,96
Name6118 Surname6118 0,29 5,54 7,8 9,95 6,07 1,96
Name6119 Surname6119 0,29 5,54 7,8 9,95 6,07 1,96
Name6120 Surname6120 0,29 5,54 7,8 9,95 6,07 1,96
Name6121 Surname6121 0,29 5,54 7,8 9,95 6,07 1,96
Name6122 Surname6122 0,29 5,54 7,8 9,95 6,07 1,96
Name6123 Surname6123 0,29 5,54 7,8 9,95 6,07 1,96
Name6124 Surname6124 0,29 5,54 7,8 9,95 6,07 1,96
Name6125 Surname6125 0,29 5,54 7,8 9,95 6,07 1,96
Name6126 Surname6126 0,29 5,54 7,8 9,95 6,07 1,96
Name6127 Surname6127 0,29 5,54 7,8 9,95 6,07 1,96
Name6128 Surname6128 0,29 5,54 7,8 9,95 6,07 1,96
Name6129 Surname6129 0,29 5,54 7,8 9,95 6,07 1,96
Name6130 Surname6130 0,29 5,54 7,8 9,95 6,07 1,96
Name6131 Surname6131 0,29 5,54 7,8 9,95 6,07 1,96
Name6132 Surname6132 0,29 5,54 7,8 9,95 6,07 1,96
Name6133 Surname6133 0,29 5,54 7,8 9,95 6,07 1,96
Name6134 Surname6134 0,29 5,54 7,8 9,95 6,07 1,96
Name6135 Surname6135 0,29 5,54 7,8 9,95 6,07 1,96
Name6136 Surname6136 0,29 5,54 7,8 9,95 6,07 1,96
Name6137 Surname6137 0,29 5,54 7,8 9,95 6,07 1,96
Name6138 Surname6138 0,29 5,54 7,8 9,95 6,07 1,96
Name6139 Surname6139 0,29 5,54 7,8 9,95 6,07 1,96
Name6140 Surname6140 0,29 5,54 7,8 9,95 6,07 1,96
Name6141 Surname6141 0,29 5,54 7,8 9,95 6,07 1,96
Name6142 Surname6142 0,29 5,54 7,8 9,95 6,07 1,96
Name6143 Surname6143 0,29 5,54 7,8 9,95 6,07 1,96
Name6144 Surname6144 0,29 5,54 7,8 9,95 6,07 1,96
Name6145 Surname6145 0,29 5,54 7,8 9,95 6,07 1,96
Name6146 Surname6146 0,29 5,54 7,8 9,95 6,07 1,96
Name6147 Surname6147 0,29 5,54 7,8 9,95 6,07 1,96
Name6148 Surname6148 0,29 5,54 7,8 9,95 6,07 1,96
Name6149 Surname6149 0,29 5,54 7,8 9,95 6,07 1,96
Name6150 Surname6150 0,29 5,54 7,8 9,95 6,07 1,96
Name6151 Surname6151 0,29 5,54 7,8 9,95 6,07 1,96
Name6152 Surname6152 0,29 5,54 7,8 9,95 6,07 1,96
Name6153 Surname6153 0,29 5,54 7,8 9,95 6,07 1,96
Name6154 Surname6154 0,29 5,54 7,8 9,95 6,07 1,96
Name6155 Surname6155 0,29 5,54 7,8 9,95 6,07 1,96
Name6156 Surname6156 0,29 5,54 7,8 9,95 6,07 1,96
Name6157 Surname6157 0,29 5,54 7,8 9,95 6,07 1,96
Name6158 Surname6158 0,29 5,54 7,8 9,95 6,07 1,96
Name6159 Surname6159 0,29 5,54 7,8 9,95 6,07 1,96
Name6160 Surname6160 0,29 5,54 7,8 9,95 6,07 1,96
Name6161 Surname6161 0,29 5,54 7,8 9,95 6,07 1,96
Name6162 Surname6162 0,29 5,54 7,8 9,95 6,07 1,96
Name6163 Surname6163 0,29 5,54 7,8 9,95 6,07 1,96
Name6164 Surname6164 0,29 5,54 7,8 9,95 6,07 1,96
Name6165 Surname6165 0,29 5,54 7,8 9,95 6,07 1,96
Name6166 Surname6166 0,29 5,54 7,8 9,95 6,07 1,96
Name6167 Surname6167 0,29 5,54 7,8 9,95 6,07 1,96
Name6168 Surname6168 0,29 5,54 7,8 9,95 6,07 1,96
Name6169 Surname6169 0,29 5,54 7,8 9,95 6,07 1,96
Name6170 Surname6170 0,29 5,54 7,8 9,95 6,07 1,96
Name6171 Surname6171 0,29 5,54 7,8 9,95 6,07 1,96
Name6172 Surname6172 0,29 5,54 7,8 9,95 6,07 1,96
Name6173 Surname6173 0,29 5,54 7,8 9,95 6,07 1,96
Name6174 Surname6174 0,29 5,54 7,8 9,95 6,07 1,96
Name6175 Surname6175 0,29 5,54 7,8 9,95 6,07 1,96
Name6176 Surname6176 0,29 5,54 7,8 9,95 6,07 1,96
Name6177 Surname6177 0,29 5,54 7,8 9,95 6,07 1,96
Name6178 Surname6178 0,29 5,54 7,8 9,95 6,07 1,96
Name6179 Surname6179 0,29 5,54 7,8 9,95 6,07 1,96
Name6180 Surname6180 0,29 5,54 7,8 9,95 6,07 1,96
Name6181 Surname6181 0,29 5,54 7,8 9,95 6,07 1,96
Name6182 Surname6182 0,29 5,54 7,8 9,95 6,07 1,96
Name6183 Surname6183 0,29 5,54 7,8 9,95 6,07 1,96
Name6184 Surname6184 0,29 5,54 7,8 9,95 6,07 1,96
Name6185 Surname6185 0,29 5,54 7,8 9,95 6,07 1,96
Name6186 Surname6186 0,29 5,54 7,8 9,95 6,07 1,96
Name6187 Surname6187 0,29 5,54 7,8 9,95 6,07 1,96
Name6188 Surname6188 0,29 5,54 7,8 9,95 6,07 1,96
Name6189 Surname6189 0,29 5,54 7,8 9,95 6,07 1,96
Name6190 Surname6190 0,29 5,54 7,8 9,95 6,07 1,96
Name6191 Surname6191 0,29 5,54 7,8 9,95 6,07 1,96
Name6192 Surname6192 0,29 5,54 7,8 9,95 6,07 1,96
Name6193 Surname6193 0,29 5,54 7,8 9,95 6,07 1,96
Name6194 Surname6194 0,29 5,54 7,8 9,95 6,07 1,96
Name6195 Surname6195 0,29 5,54 7,8 9,95 6,07 1,96
Name6196 Surname6196 0,29 5,54 7,8 9,95 6,07 1,96
Name6197 Surname6197 0,29 5,54 7,8 9,95 6,07 1,96
Name6198 Surname6198 0,29 5,54 7,8 9,95 6,07 1,96
Name6199 Surname6199 0,29 5,54 7,8 9,95 6,07 1,96
Name6200 Surname6200 0,29 5,54 7,8 9,95 6,07 1,96
Name6201 Surname6201 0,29 5,54 7,8 9,95 6,07 1,96
Name6202 Surname6202 0,29 5,54 7,8 9,95 6,07 1,96
Name6203 Surname6203 0,29 5,54 7,8 9,95 6,07 1,96
Name6204 Surname6204 0,29 5,54 7,8 9,95 6,07 1,96
Name6205 Surname6205 0,29 5,54 7,8 9,95 6,07 1,96
Name6206 Surname6206 0,29 5,54 7,8 9,95 6,07 1,96
Name6207 Surname6207 0,29 5,54 7,8 9,95 6,07 1,96
Name6208 Surname6208 0,29 5,54 7,8 9,95 6,07 1,96
Name6209 Surname6209 0,29 5,54 7,8 9,95 6,07 1,96
Name6210 Surname6210 0,29 5,54 7,8 9,95 6,07 1,96
Name6211 Surname6211 0,29 5,54 7,8 9,95 6,07 1,96
Name6212 Surname6212 0,29 5,54 7,8 9,95 6,07 1,96
Name6213 Surname6213 0,29 5,54 7,8 9,95 6,07 1,96
Name6214 Surname6214 0,29 5,54 7,8 9,95 6,07 1,96
Name6215 Surname6215 0,29 5,54 7,8 9,95 6,07 1,96
Name6216 Surname6216 0,29 5,54 7,8 9,95 6,07 1,96
Name6217 Surname6217 0,29 5,54 7,8 9,95 6,07 1,96
Name6218 Surname6218 0,29 5,54 7,8 9,95 6,07 1,96
Name6219 Surname6219 0,29 5,54 7,8 9,95 6,07 1,96
Name6220 Surname6220 0,29 5,54 7,8 9,95 6,07 1,96
Name6221 Surname6221 0,29 5,54 7,8 9,95 6,07 1,96
Name6222 Surname6222 0,29 5,54 7,8 9,95 6,07 1,96
Name6223 Surname6223 0,29 5,54 7,8 9,95 6,07 1,96
Name6224 Surname6224 0,29 5,54 7,8 9,95 6,07 1,96
Name6225 Surname6225 0,29 5,54 7,8 9,95 6,07 1,96
Name6226 Surname6226 0,29 5,54 7,8 9,95 6,07 1,96
Name6227 Surname6227 0,29 5,54 7,8 9,95 6,07 1,96
Name6228 Surname6228 0,29 5,54 7,8 9,95 6,07 1,96
Name6229 Surname6229 0,29 5,54 7,8 9,95 6,07 1,96
Name6230 Surname6230 0,29 5,54 7,8 9,95 6,07 1,96
Name6231 Surname6231 0,29 5,54 7,8 9,95 6,07 1,96
Name6232 Surname6232 0,29 5,54 7,8 9,95 6,07 1,96
Name6233 Surname6233 0,29 5,54 7,8 9,95 6,07 1,96
Name6234 Surname6234 0,29 5,54 7,8 9,95 6,07 1,96
Name6235 Surname6235 0,29 5,54 7,8 9,95 6,07 1,96
Name6236 Surname6236 0,29 5,54 7,8 9,95 6,07 1,96
Name6237 Surname6237 0,29 5,54 7,8 9,95 6,07 1,96
Name6238 Surname6238 0,29 5,54 7,8 9,95 6,07 1,96
Name6239 Surname6239 0,29 5,54 7,8 9,95 6,07 1,96
Name6240 Surname6240 0,29 5,54 7,8 9,95 6,07 1,96
Name6241 Surname6241 0,29 5,54 7,8 9,95 6,07 1,96
Name6242 Surname6242 0,29 5,54 7,8 9,95 6,07 1,96
Name6243 Surname6243 0,29 5,54 7,8 9,95 6,07 1,96
Name6244 Surname6244 0,29 5,54 7,8 9,95 6,07 1,96
Name6245 Surname6245 0,29 5,54 7,8 9,95 6,07 1,96
Name6246 Surname6246 0,29 5,54 7,8 9,95 6,07 1,96
Name6247 Surname6247 0,29 5,54 7,8 9,95 6,07 1,96
Name6248 Surname6248 0,29 5,54 7,8 9,95 6,07 1,96
Name6249 Surname6249 0,29 5,54 7,8 9,95 6,07 1,96
Name6250 Surname6250 0,29 5,54 7,8 9,95 6,07 1,96
Name6251 Surname6251 0,29 5,54 7,8 9,95 6,07 1,96
Name6252 Surname6252 0,29 5,54 7,8 9,95 6,07 1,96
Name6253 Surname6253 0,29 5,54 7,8 9,95 6,07 1,96
Name6254 Surname6254 0,29 5,54 7,8 9,95 6,07 1,96
Name6255 Surname6255 0,29 5,54 7,8 9,95 6,07 1,96
Name6256 Surname6256 0,29 5,54 7,8 9,95 6,07 1,96
Name6257 Surname6257 0,29 5,54 7,8 9,95 6,07 1,96
Name6258 Surname6258 0,29 5,54 7,8 9,95 6,07 1,96
Name6259 Surname6259 0,29 5,54 7,8 9,95 6,07 1,96
Name6260 Surname6260 0,29 5,54 7,8 9,95 6,07 1,96
Name6261 Surname6261 0,29 5,54 7,8 9,95 6,07 1,96
Name6262 Surname6262 0,29 5,54 7,8 9,95 6,07 1,96
Name6263 Surname6263 0,29 5,54 7,8 9,95 6,07 1,96
Name6264 Surname6264 0,29 5,54 7,8 9,95 6,07 1,96
Name6265 Surname6265 0,29 5,54 7,8 9,95 6,07 1,96
Name6266 Surname6266 0,29 5,54 7,8 9,95 6,07 1,96
Name6267 Surname6267 0,29 5,54 7,8 9,95 6,07 1,96
Name6268 Surname6268 0,29 5,54 7,8 9,95 6,07 1,96
Name6269 Surname6269 0,29 5,54 7,8 9,95 6,07 1,96
Name6270 Surname6270 0,29 5,54 7,8 9,95 6,07 1,96
Name6271 Surname6271 0,29 5,54 7,8 9,95 6,07 1,96
Name6272 Surname6272 0,29 5,54 7,8 9,95 6,07 1,96
Name6273 Surname6273 0,29 5,54 7,8 9,95 6,07 1,96
Name6274 Surname6274 0,29 5,54 7,8 9,95 6,07 1,96
Name6275 Surname6275 0,29 5,54 7,8 9,95 6,07 1,96
Name6276 Surname6276 0,29 5,54 7,8 9,95 6,07 1,96
Name6277 Surname6277 0,29 5,54 7,8 9,95 6,07 1,96
Name6278 Surname6278 0,29 5,54 7,8 9,95 6,07 1,96
Name6279 Surname6279 0,29 5,54 7,8 9,95 6,07 1,96
Name6280 Surname6280 0,29 5,54 7,8 9,95 6,07 1,96
Name6281 Surname6281 0,29 5,54 7,8 9,95 6,07 1,96
Name6282 Surname6282 0,29 5,54 7,8 9,95 6,07 1,96
Name6283 Surname6283 0,29 5,54 7,8 9,95 6,07 1,96
Name6284 Surname6284 0,29 5,54 7,8 9,95 6,07 1,96
Name6285 Surname6285 0,29 5,54 7,8 9,95 6,07 1,96
Name6286 Surname6286 0,29 5,54 7,8 9,95 6,07 1,96
Name6287 Surname6287 0,29 5,54 7,8 9,95 6,07 1,96
Name6288 Surname6288 0,29 5,54 7,8 9,95 6,07 1,96
Name6289 Surname6289 0,29 5,54 7,8 9,95 6,07 1,96
Name6290 Surname6290 0,29 5,54 7,8 9,95 6,07 1,96
Name6291 Surname6291 0,29 5,54 7,8 9,95 6,07 1,96
Name6292 Surname6292 0,29 5,54 7,8 9,95 6,07 1,96
Name6293 Surname6293 0,29 5,54 7,8 9,95 6,07 1,96
Name6294 Surname6294 0,29 5,54 7,8 9,95 6,07 1,96
Name6295 Surname6295 0,29 5,54 7,8 9,95 6,07 1,96
Name6296 Surname6296 0,29 5,54 7,8 9,95 6,07 1,96
Name6297 Surname6297 0,29 5,54 7,8 9,95 6,07 1,96
Name6298 Surname6298 0,29 5,54 7,8 9,95 6,07 1,96
Name6299 Surname6299 0,29 5,54 7,8 9,95 6,07 1,96
Name6300 Surname6300 0,29 5,54 7,8 9,95 6,07 1,96
Name6301 Surname6301 0,29 5,54 7,8 9,95 6,07 1,96
Name6302 Surname6302 0,29 5,54 7,8 9,95 6,07 1,96
Name6303 Surname6303 0,29 5,54 7,8 9,95 6,07 1,96
Name6304 Surname6304 0,29 5,54 7,8 9,95 6,07 1,96
Name6305 Surname6305 0,29 5,54 7,8 9,95 6,07 1,96
Name6306 Surname6306 0,29 5,54 7,8 9,95 6,07 1,96
Name6307 Surname6307 0,29 5,54 7,8 9,95 6,07 1,96
Name6308 Surname6308 0,29 5,54 7,8 9,95 6,07 1,96
Name6309 Surname6309 0,29 5,54 7,8 9,95 6,07 1,96
Name6310 Surname6310 0,29 5,54 7,8 9,95 6,07 1,96
Name6311 Surname6311 0,29 5,54 7,8 9,95 6,07 1,96
Name6312 Surname6312 0,29 5,54 7,8 9,95 6,07 1,96
Name6313 Surname6313 0,29 5,54 7,8 9,95 6,07 1,96
Name6314 Surname6314 0,29 5,54 7,8 9,95 6,07 1,96
Name6315 Surname6315 0,29 5,54 7,8 9,95 6,07 1,96
Name6316 Surname6316 0,29 5,54 7,8 9,95 6,07 1,96
Name6317 Surname6317 0,29 5,54 7,8 9,95 6,07 1,96
Name6318 Surname6318 0,29 5,54 7,8 9,95 6,07 1,96
Name6319 Surname6319 0,29 5,54 7,8 9,95 6,07 1,96
Name6320 Surname6320 0,29 5,54 7,8 9,95 6,07 1,96
Name6321 Surname6321 0,29 5,54 7,8 9,95 6,07 1,96
Name6322 Surname6322 0,29 5,54 7,8 9,95 6,07 1,96
Name6323 Surname6323 0,29 5,54 7,8 9,95 6,07 1,96
Name6324 Surname6324 0,29 5,54 7,8 9,95 6,07 1,96
Name6325 Surname6325 0,29 5,54 7,8 9,95 6,07 1,96
Name6326 Surname6326 0,29 5,54 7,8 9,95 6,07 1,96
Name6327 Surname6327 0,29 5,54 7,8 9,95 6,07 1,96
Name6328 Surname6328 0,29 5,54 7,8 9,95 6,07 1,96
Name6329 Surname6329 0,29 5,54 7,8 9,95 6,07 1,96
Name6330 Surname6330 0,29 5,54 7,8 9,95 6,07 1,96
Name6331 Surname6331 0,29 5,54 7,8 9,95 6,07 1,96
Name6332 Surname6332 0,29 5,54 7,8 9,95 6,07 1,96
Name6333 Surname6333 0,29 5,54 7,8 9,95 6,07 1,96
Name6334 Surname6334 0,29 5,54 7,8 9,95 6,07 1,96
Name6335 Surname6335 0,29 5,54 7,8 9,95 6,07 1,96
Name6336 Surname6336 0,29 5,54 7,8 9,95 6,07 1,96
Name6337 Surname6337 0,29 5,54 7,8 9,95 6,07 1,96
Name6338 Surname6338 0,29 5,54 7,8 9,95 6,07 1,96
Name6339 Surname6339 0,29 5,54 7,8 9,95 6,07 1,96
Name6340 Surname6340 0,29 5,54 7,8 9,95 6,07 1,96
Name6341 Surname6341 0,29 5,54 7,8 9,95 6,07 1,96
Name6342 Surname6342 0,29 5,54 7,8 9,95 6,07 1,96
Name6343 Surname6343 0,29 5,54 7,8 9,95 6,07 1,96
Name6344 Surname6344 0,29 5,54 7,8 9,95 6,07 1,96
Name6345 Surname6345 0,29 5,54 7,8 9,95 6,07 1,96
Name6346 Surname6346 0,29 5,54 7,8 9,95 6,07 1,96
Name6347 Surname6347 0,29 5,54 7,8 9,95 6,07 1,96
Name6348 Surname6348 0,29 5,54 7,8 9,95 6,07 1,96
Name6349 Surname6349 0,29 5,54 7,8 9,95 6,07 1,96
Name6350 Surname6350 0,29 5,54 7,8 9,95 6,07 1,96
Name6351 Surname6351 0,29 5,54 7,8 9,95 6,07 1,96
Name6352 Surname6352 0,29 5,54 7,8 9,95 6,07 1,96
Name6353 Surname6353 0,29 5,54 7,8 9,95 6,07 1,96
Name6354 Surname6354 0,29 5,54 7,8 9,95 6,07 1,96
Name6355 Surname6355 0,29 5,54 7,8 9,95 6,07 1,96
Name6356 Surname6356 0,29 5,54 7,8 9,95 6,07 1,96
Name6357 Surname6357 0,29 5,54 7,8 9,95 6,07 1,96
Name6358 Surname6358 0,29 5,54 7,8 9,95 6,07 1,96
Name6359 Surname6359 0,29 5,54 7,8 9,95 6,07 1,96
Name6360 Surname6360 0,29 5,54 7,8 9,95 6,07 1,96
Name6361 Surname6361 0,29 5,54 7,8 9,95 6,07 1,96
Name6362 Surname6362 0,29 5,54 7,8 9,95 6,07 1,96
Name6363 Surname6363 0,29 5,54 7,8 9,95 6,07 1,96
Name6364 Surname6364 0,29 5,54 7,8 9,95 6,07 1,96
Name6365 Surname6365 0,29 5,54 7,8 9,95 6,07 1,96
Name6366 Surname6366 0,29 5,54 7,8 9,95 6,07 1,96
Name6367 Surname6367 0,29 5,54 7,8 9,95 6,07 1,96
Name6368 Surname6368 0,29 5,54 7,8 9,95 6,07 1,96
Name6369 Surname6369 0,29 5,54 7,8 9,95 6,07 1,96
Name6370 Surname6370 0,29 5,54 7,8 9,95 6,07 1,96
Name6371 Surname6371 0,29 5,54 7,8 9,95 6,07 1,96
Name6372 Surname6372 0,29 5,54 7,8 9,95 6,07 1,96
Name6373 Surname6373 0,29 5,54 7,8 9,95 6,07 1,96
Name6374 Surname6374 0,29 5,54 7,8 9,95 6,07 1,96
Name6375 Surname6375 0,29 5,54 7,8 9,95 6,07 1,96
Name6376 Surname6376 0,29 5,54 7,8 9,95 6,07 1,96
Name6377 Surname6377 0,29 5,54 7,8 9,95 6,07 1,96
Name6378 Surname6378 0,29 5,54 7,8 9,95 6,07 1,96
Name6379 Surname6379 0,29 5,54 7,8 9,95 6,07 1,96
Name6380 Surname6380 0,29 5,54 7,8 9,95 6,07 1,96
Name6381 Surname6381 0,29 5,54 7,8 9,95 6,07 1,96
Name6382 Surname6382 0,29 5,54 7,8 9,95 6,07 1,96
Name6383 Surname6383 0,29 5,54 7,8 9,95 6,07 1,96
Name6384 Surname6384 0,29 5,54 7,8 9,95 6,07 1,96
Name6385 Surname6385 0,29 5,54 7,8 9,95 6,07 1,96
Name6386 Surname6386 0,29 5,54 7,8 9,95 6,07 1,96
Name6387 Surname6387 0,29 5,54 7,8 9,95 6,07 1,96
Name6388 Surname6388 0,29 5,54 7,8 9,95 6,07 1,96
Name6389 Surname6389 0,29 5,54 7,8 9,95 6,07 1,96
Name6390 Surname6390 0,29 5,54 7,8 9,95 6,07 1,96
Name6391 Surname6391 0,29 5,54 7,8 9,95 6,07 1,96
Name6392 Surname6392 0,29 5,54 7,8 9,95 6,07 1,96
Name6393 Surname6393 0,29 5,54 7,8 9,95 6,07 1,96
Name6394 Surname6394 0,29 5,54 7,8 9,95 6,07 1,96
Name6395 Surname6395 0,29 5,54 7,8 9,95 6,07 1,96
Name6396 Surname6396 0,29 5,54 7,8 9,95 6,07 1,96
Name6397 Surname6397 0,29 5,54 7,8 9,95 6,07 1,96
Name6398 Surname6398 0,29 5,54 7,8 9,95 6,07 1,96
Name6399 Surname6399 0,29 5,54 7,8 9,95 6,07 1,96
Name6400 Surname6400 0,29 5,54 7,8 9,95 6,07 1,96
Name6401 Surname6401 0,29 5,54 7,8 9,95 6,07 1,96
Name6402 Surname6402 0,29 5,54 7,8 9,95 6,07 1,96
Name6403 Surname6403 0,29 5,54 7,8 9,95 6,07 1,96
Name6404 Surname6404 0,29 5,54 7,8 9,95 6,07 1,96
Name6405 Surname6405 0,29 5,54 7,8 9,95 6,07 1,96
Name6406 Surname6406 0,29 5,54 7,8 9,95 6,07 1,96
Name6407 Surname6407 0,29 5,54 7,8 9,95 6,07 1,96
Name6408 Surname6408 0,29 5,54 7,8 9,95 6,07 1,96
Name6409 Surname6409 0,29 5,54 7,8 9,95 6,07 1,96
Name6410 Surname6410 0,29 5,54 7,8 9,95 6,07 1,96
Name6411 Surname6411 0,29 5,54 7,8 9,95 6,07 1,96
Name6412 Surname6412 0,29 5,54 7,8 9,95 6,07 1,96
Name6413 Surname6413 0,29 5,54 7,8 9,95 6,07 1,96
Name6414 Surname6414 0,29 5,54 7,8 9,95 6,07 1,96
Name6415 Surname6415 0,29 5,54 7,8 9,95 6,07 1,96
Name6416 Surname6416 0,29 5,54 7,8 9,95 6,07 1,96
Name6417 Surname6417 0,29 5,54 7,8 9,95 6,07 1,96
Name6418 Surname6418 0,29 5,54 7,8 9,95 6,07 1,96
Name6419 Surname6419 0,29 5,54 7,8 9,95 6,07 1,96
Name6420 Surname6420 0,29 5,54 7,8 9,95 6,07 1,96
Name6421 Surname6421 0,29 5,54 7,8 9,95 6,07 1,96
Name6422 Surname6422 0,29 5,54 7,8 9,95 6,07 1,96
Name6423 Surname6423 0,29 5,54 7,8 9,95 6,07 1,96
Name6424 Surname6424 0,29 5,54 7,8 9,95 6,07 1,96
Name6425 Surname6425 0,29 5,54 7,8 9,95 6,07 1,96
Name6426 Surname6426 0,29 5,54 7,8 9,95 6,07 1,96
Name6427 Surname6427 0,29 5,54 7,8 9,95 6,07 1,96
Name6428 Surname6428 0,29 5,54 7,8 9,95 6,07 1,96
Name6429 Surname6429 0,29 5,54 7,8 9,95 6,07 1,96
Name6430 Surname6430 0,29 5,54 7,8 9,95 6,07 1,96
Name6431 Surname6431 0,29 5,54 7,8 9,95 6,07 1,96
Name6432 Surname6432 0,29 5,54 7,8 9,95 6,07 1,96
Name6433 Surname6433 0,29 5,54 7,8 9,95 6,07 1,96
Name6434 Surname6434 0,29 5,54 7,8 9,95 6,07 1,96
Name6435 Surname6435 0,29 5,54 7,8 9,95 6,07 1,96
Name6436 Surname6436 0,29 5,54 7,8 9,95 6,07 1,96
Name6437 Surname6437 0,29 5,54 7,8 9,95 6,07 1,96
